fid,osm_id,code,fclass,name
3,"5094968",7201,forest,
4,"5671995",7202,park,Δασούδη
5,"5734344",7201,forest,
7,"5814223",7201,forest,
8,"5815949",7201,forest,Timi Forest
9,"7244364",7202,park,Presidential Park
10,"5928051",7202,park,
11,"5930005",7202,park,
12,"5930059",7201,forest,
13,"5930059",7202,park,
14,"7035217",7201,forest,Κρατικό Δάσος Λίμνη
17,"7576238",7202,park,
18,"7709926",7202,park,
19,"7971016",7202,park,Molos Lemesos
20,"8028859",7202,park,
21,"8038456",7201,forest,
22,"8052208",7202,park,
24,"8053525",7202,park,
25,"8061808",7202,park,
26,"8070040",7201,forest,
27,"8070786",7202,park,
28,"8070878",7202,park,
29,"8070881",7202,park,
30,"8070883",7202,park,
31,"8070910",7202,park,
32,"8070915",7202,park,
33,"8070920",7202,park,
34,"8070924",7202,park,
35,"8070928",7202,park,
36,"8070953",7202,park,
37,"8074629",7202,park,
38,"8074633",7202,park,
39,"8074638",7202,park,
40,"8074706",7202,park,
42,"8075666",7202,park,
44,"8103900",7202,park,
45,"8104027",7201,forest,
54,"10213251",7202,park,Famagusta Gate
57,"12807637",7229,farmland,
59,"13711994",7202,park,
60,"13712030",7202,park,
61,"13859588",7202,park,Ivis Maliotou Park
62,"13859757",7202,park,
63,"13859822",7202,park,
64,"13863301",7202,park,
67,"13863380",7201,forest,
69,"14334323",7202,park,Kato Vrisi
70,"14334518",7202,park,
71,"14334527",7202,park,
72,"14335237",7202,park,
73,"14335254",7202,park,
74,"14373114",7202,park,Yeroskipou Plague
75,"14400401",7202,park,
76,"14400776",7202,park,Πάρκο Ποιητών και Πνευματικών Δημιουργών - Άντη Χατζηκ
77,"14577217",7202,park,
78,"14579142",7202,park,
79,"14775509",7202,park,
80,"15500478",7202,park,
81,"15501438",7202,park,
82,"15501537",7202,park,
83,"15527770",7202,park,
84,"17028947",7229,farmland,Πάρκο του Ασπροκρέμμου
85,"17030556",7229,farmland,
86,"17032536",7202,park,
87,"17480819",7202,park,
88,"17480824",7202,park,
89,"17480856",7202,park,
90,"17480876",7202,park,
91,"17480890",7202,park,
92,"17480903",7202,park,
93,"17480925",7202,park,
94,"17481016",7202,park,
96,"18591450",7202,park,
97,"18831018",7202,park,
98,"18831129",7202,park,
99,"19741093",7202,park,
102,"20291174",7202,park,
104,"20790281",7202,park,
106,"21164138",7202,park,Pattihio Forest Park
108,"21776511",7202,park,Grammiko Parko
111,"22634563",7202,park,Δημοτικός Κήπος Λευκωσίας
113,"22745811",7217,scrub,
114,"22745972",7201,forest,
115,"22764451",7202,park,
116,"22792067",7202,park,
118,"22869411",7202,park,
120,"22869714",7202,park,
121,"22870463",7202,park,
122,"22870472",7202,park,
123,"22870535",7202,park,
128,"22943232",7202,park,
129,"22956429",7201,forest,
130,"22970428",7202,park,
131,"22970430",7202,park,
132,"22981766",7202,park,Epiloges park
136,"23607299",7202,park,Πάρκο Τάκη Ζεμπύλα
139,"24064471",7202,park,
141,"24156942",7201,forest,
142,"24156942",7217,scrub,
145,"24159081",7202,park,
146,"24159085",7202,park,Elaionos Park
148,"24245317",7202,park,
149,"24272743",7218,grass,
150,"24272792",7202,park,
151,"24273128",7202,park,
155,"24512960",7202,park,
156,"24543033",7229,farmland,
160,"24613809",7215,orchard,
161,"24627914",7202,park,
162,"24628491",7202,park,
163,"24635369",7202,park,
164,"24635595",7202,park,
166,"24647809",7202,park,
167,"24647828",7202,park,
168,"24647851",7202,park,
169,"24647930",7202,park,Nymphon Park
170,"24648201",7202,park,
171,"24648266",7202,park,
172,"24648410",7202,park,
173,"24652856",7202,park,
174,"24665165",7202,park,
175,"24670885",7202,park,
176,"24704726",7202,park,
177,"24704940",7202,park,
180,"24717095",7202,park,"Muncipal Park ""Salina"""
181,"24719489",7202,park,
183,"24741930",7202,park,
184,"24741931",7202,park,
185,"24741932",7202,park,
186,"24742044",7202,park,
187,"24742050",7202,park,
188,"24742072",7202,park,
189,"24742074",7202,park,
190,"24742080",7202,park,
191,"24742084",7202,park,
192,"24742113",7202,park,
193,"24742152",7202,park,
194,"24742218",7202,park,
195,"24742275",7202,park,
196,"24742276",7202,park,
197,"24759535",7202,park,
198,"24759539",7202,park,
200,"24759932",7202,park,Xirokambou community park
201,"24778456",7202,park,
202,"24780609",7202,park,
203,"24780613",7202,park,
205,"24780652",7202,park,
206,"24780961",7202,park,
207,"24781284",7202,park,
208,"24781322",7202,park,
209,"24781342",7202,park,
210,"24781345",7202,park,
211,"24781671",7201,forest,
212,"24782787",7202,park,
213,"24801018",7202,park,
214,"24801290",7202,park,Costanza Bastion Moat
215,"24883462",7202,park,
216,"24884464",7202,park,
217,"24884491",7202,park,
218,"24884516",7202,park,
219,"24884610",7202,park,
221,"24900839",7202,park,
222,"24900951",7202,park,
225,"24980727",7202,park,
226,"24981330",7202,park,
227,"24982164",7201,forest,
228,"24999264",7202,park,Nikitara Park
229,"24999286",7202,park,Playground Park Themistokleous
230,"24999302",7202,park,Atlantos Park - Playground
231,"24999339",7202,park,
232,"24999399",7202,park,Aliminias Community park
233,"24999410",7202,park,
234,"25044836",7202,park,
235,"25045130",7202,park,
236,"25045208",7202,park,
237,"25045228",7202,park,
238,"25045301",7202,park,
239,"25046042",7202,park,
240,"25046267",7202,park,Peiraios Park
242,"25625435",7202,park,Πάρκο Στράβωνος
243,"25625445",7202,park,Πάρκο Μαρίνου Γαβριήλ
244,"25625509",7202,park,
245,"25625723",7202,park,
246,"25768560",7202,park,
247,"25768751",7202,park,Πανικου Δημητριου
248,"25768771",7202,park,
249,"25768903",7202,park,
250,"26216102",7201,forest,
251,"26261058",7202,park,
252,"26261075",7202,park,
254,"26261133",7202,park,
255,"26292031",7202,park,
257,"26529753",7202,park,
258,"26529833",7202,park,
260,"26546932",7202,park,
261,"26546968",7202,park,
262,"26546974",7202,park,
265,"26937276",7202,park,
266,"26967931",7202,park,
267,"26968170",7202,park,
268,"26999580",7202,park,Faneromeni Park
269,"27173818",7202,park,
270,"27294661",7202,park,
271,"27320370",7202,park,
272,"27333853",7202,park,Πάρκο Αγίου Ανδρονίκου
274,"27344443",7202,park,
275,"27356856",7218,grass,
276,"27373900",7218,grass,
277,"27374796",7218,grass,
278,"27374800",7218,grass,
280,"27385362",7218,grass,
281,"27390222",7202,park,
282,"27390225",7202,park,
283,"27442963",7202,park,
286,"27479047",7202,park,
287,"27501527",7202,park,
288,"27517195",7218,grass,
289,"27517995",7218,grass,
290,"27518277",7218,grass,
291,"27518981",7218,grass,
292,"27518986",7218,grass,
293,"27519360",7218,grass,
294,"27519361",7218,grass,
295,"27528130",7218,grass,
296,"27528132",7218,grass,
297,"27528515",7218,grass,
298,"27528516",7218,grass,
299,"27528807",7218,grass,
300,"27528808",7218,grass,
301,"27528809",7218,grass,
302,"27535366",7218,grass,
303,"27535367",7218,grass,
304,"27535370",7218,grass,
305,"27535423",7218,grass,
306,"27540833",7218,grass,
307,"27540835",7218,grass,
308,"27540836",7218,grass,
309,"27540837",7218,grass,
310,"27541312",7218,grass,
311,"27541313",7218,grass,
312,"27542352",7218,grass,
313,"27542353",7218,grass,
315,"27630718",7202,park,
318,"28188646",7218,grass,
319,"28188647",7218,grass,
320,"28188648",7218,grass,
321,"28188650",7218,grass,
323,"28276020",7202,park,
324,"28308168",7202,park,Episkopi Village
328,"28462990",7202,park,
331,"28596560",7217,scrub,
334,"28695009",7201,forest,Kastrovounos Forest
335,"29372351",7202,park,Palaipaphos
339,"29380196",7218,grass,
340,"29380198",7218,grass,
341,"29380911",7218,grass,
342,"29380913",7218,grass,
343,"29380914",7218,grass,
344,"29380924",7218,grass,
345,"29380925",7218,grass,
346,"29380928",7218,grass,
358,"34385308",7215,orchard,
359,"34385322",7215,orchard,
360,"34385339",7202,park,
361,"34385368",7215,orchard,
364,"34572587",7229,farmland,
365,"34582086",7229,farmland,
366,"34595483",7229,farmland,
367,"34595484",7229,farmland,
368,"34596918",7229,farmland,
369,"34597019",7229,farmland,
370,"34597380",7229,farmland,
371,"34620908",7215,orchard,
372,"34623769",7229,farmland,
373,"34720682",7229,farmland,
374,"37863910",7202,park,
379,"44959152",7217,scrub,
383,"45197084",7217,scrub,
384,"45471118",7202,park,
385,"45471282",7202,park,
390,"48166810",7202,park,
394,"52523901",7202,park,Dasoudi
395,"52523901",7201,forest,Dasoudi
430,"76374446",7201,forest,
431,"76559271",7228,farmyard,Donkey Farm
461,"77683650",7228,farmyard,
462,"77688839",7228,farmyard,
463,"77688850",7228,farmyard,
465,"77688867",7228,farmyard,
466,"77689574",7228,farmyard,
467,"77689575",7228,farmyard,
468,"77689576",7228,farmyard,
469,"77689579",7228,farmyard,
470,"77689580",7228,farmyard,
471,"77689581",7228,farmyard,
472,"77689583",7228,farmyard,
473,"77689586",7228,farmyard,
474,"77689589",7228,farmyard,
475,"77993458",7228,farmyard,
476,"77993461",7228,farmyard,
477,"78152064",7228,farmyard,
478,"81254343",7202,park,St. Elias Garden
479,"81582605",7229,farmland,
480,"81954153",7229,farmland,
481,"81954516",7215,orchard,
482,"81954617",7229,farmland,
485,"82244450",7229,farmland,
488,"82478950",7229,farmland,
489,"82619482",7217,scrub,
492,"82807467",7229,farmland,
496,"83055283",7228,farmyard,
502,"83759313",7229,farmland,
503,"83759331",7229,farmland,
504,"83759339",7228,farmyard,Curium Equestrain Centre
508,"84504639",7218,grass,
509,"84962161",7218,grass,
512,"85612361",7218,grass,
529,"91490332",7202,park,
535,"96409886",7201,forest,
536,"96409891",7201,forest,
538,"98887437",7228,farmyard,PLG
539,"98887442",7215,orchard,PLG
540,"98887447",7215,orchard,
543,"101290580",7202,park,
544,"101290580",7219,heath,
553,"111991472",7202,park,Community Park
555,"112022909",7208,meadow,
556,"112022910",7215,orchard,
561,"112163706",7215,orchard,
563,"112229839",7215,orchard,
566,"112318490",7202,park,Δημοτικός Κήπος Λεμεσού
570,"112666596",7215,orchard,
571,"112666600",7215,orchard,
572,"112668186",7215,orchard,
573,"112685761",7202,park,
577,"114265766",7202,park,
583,"116976428",7215,orchard,
584,"118387626",7218,grass,
585,"118387628",7208,meadow,
586,"118387629",7218,grass,
587,"118389006",7229,farmland,
588,"118389008",7229,farmland,
589,"118396367",7218,grass,
590,"118396368",7218,grass,
591,"118396369",7218,grass,
592,"118396370",7218,grass,
593,"118396371",7218,grass,
594,"118397798",7229,farmland,
595,"131974165",7201,forest,
596,"131975523",7201,forest,
597,"131988851",7201,forest,
598,"132010727",7201,forest,
599,"132010728",7218,grass,
600,"132010730",7201,forest,
601,"132010732",7201,forest,
602,"132010734",7201,forest,
603,"132013022",7202,park,
604,"132013023",7201,forest,
605,"132013024",7201,forest,
606,"132013632",7201,forest,
607,"132016349",7218,grass,
608,"132016351",7201,forest,
609,"132118961",7202,park,
610,"132436578",7201,forest,
611,"132449433",7201,forest,
612,"138661039",7215,orchard,
614,"140809590",7228,farmyard,
618,"141109113",7229,farmland,
621,"141109117",7229,farmland,
622,"141109118",7229,farmland,
623,"141109154",7217,scrub,
624,"141176008",7202,park,
625,"141194528",7215,orchard,
626,"141460187",7229,farmland,
627,"141460189",7217,scrub,
628,"141461692",7229,farmland,
629,"141461693",7229,farmland,
631,"141465994",7228,farmyard,
639,"149466648",7218,grass,
646,"155459680",7202,park,
648,"156607090",7229,farmland,
649,"157302963",7217,scrub,
652,"160437835",7202,park,
658,"166691717",7218,grass,
659,"166691718",7215,orchard,
660,"166691721",7215,orchard,
661,"166691722",7218,grass,
663,"169391626",7202,park,
664,"169391813",7202,park,
666,"170734270",7202,park,Tempelodentro
673,"173100171",7215,orchard,
674,"173100172",7215,orchard,
675,"173100173",7229,farmland,
676,"173100175",7229,farmland,
677,"173100176",7218,grass,
678,"173100177",7215,orchard,
680,"178441720",7218,grass,
681,"178441721",7202,park,
682,"179258060",7218,grass,
683,"180101311",7218,grass,
688,"181088424",7218,grass,
689,"181151387",7218,grass,
690,"181170413",7218,grass,
691,"181174106",7202,park,
693,"181469665",7202,park,
694,"181469668",7202,park,
697,"181674599",7218,grass,
699,"182276998",7218,grass,
708,"183361117",7218,grass,
709,"183361118",7218,grass,
714,"184441661",7218,grass,
724,"184979204",7202,park,
726,"185160090",7218,grass,
727,"185160093",7218,grass,
728,"185336001",7202,park,
734,"185873143",7218,grass,
746,"186693440",7218,grass,
750,"187949663",7202,park,
767,"189213969",7218,grass,
780,"190016477",7218,grass,
785,"190118262",7201,forest,
786,"190457008",7202,park,Santa Babara Hills Park
793,"190778808",7229,farmland,
795,"190778810",7215,orchard,
796,"2721144",7229,farmland,
797,"191093348",7215,orchard,
798,"191093349",7229,farmland,
799,"191093350",7229,farmland,
800,"191097453",7215,orchard,
801,"191097454",7216,vineyard,
811,"191213859",7228,farmyard,
821,"191589366",7229,farmland,
822,"191589367",7216,vineyard,
823,"191589368",7216,vineyard,
824,"191589385",7217,scrub,
825,"191741546",7229,farmland,
826,"191741547",7229,farmland,
830,"194650890",7229,farmland,
831,"194906993",7229,farmland,
833,"194906995",7229,farmland,
837,"194906999",7217,scrub,
838,"194907000",7217,scrub,
839,"194907002",7217,scrub,
840,"194907003",7217,scrub,
841,"194907004",7217,scrub,
842,"194907006",7217,scrub,
843,"194907010",7217,scrub,
844,"194907011",7217,scrub,
847,"194936913",7217,scrub,
854,"195694942",7202,park,
855,"195694962",7202,park,
856,"197253902",7228,farmyard,
857,"197275315",7228,farmyard,
864,"198492122",7217,scrub,
865,"199053337",7218,grass,
866,"199053338",7218,grass,
868,"199301131",7228,farmyard,
869,"199303627",7229,farmland,
870,"2676831",7228,farmyard,
871,"2676832",7229,farmland,
876,"2677826",7229,farmland,
879,"199520791",7229,farmland,
880,"199520792",7229,farmland,
881,"199520793",7229,farmland,
883,"199538588",7228,farmyard,
884,"199664273",7202,park,
885,"199672620",7218,grass,
886,"199672621",7218,grass,
888,"199710256",7218,grass,
889,"199710257",7229,farmland,
890,"199789460",7229,farmland,
891,"199789461",7229,farmland,
892,"199789462",7229,farmland,
894,"199885308",7229,farmland,
895,"199885309",7229,farmland,
896,"199885310",7229,farmland,
898,"200048012",7218,grass,
899,"200217887",7229,farmland,
900,"200217888",7229,farmland,
912,"200434021",7228,farmyard,
916,"200818823",7228,farmyard,
918,"200886701",7215,orchard,
919,"200888587",7229,farmland,
920,"200888590",7215,orchard,
921,"200888596",7229,farmland,
922,"200888606",7229,farmland,
923,"200888607",7229,farmland,
924,"200888738",7215,orchard,
925,"200888739",7215,orchard,
926,"200888743",7215,orchard,
927,"200888744",7215,orchard,
928,"200888745",7215,orchard,
929,"200888746",7215,orchard,
930,"200888747",7215,orchard,
931,"200888748",7215,orchard,
932,"200888749",7215,orchard,
933,"200888750",7215,orchard,
935,"200949568",7228,farmyard,
936,"200949570",7228,farmyard,
937,"200949579",7228,farmyard,
938,"200949580",7228,farmyard,
939,"200949583",7228,farmyard,
946,"201091889",7201,forest,
947,"201091901",7201,forest,
948,"201091903",7201,forest,
950,"201091911",7201,forest,
951,"201091913",7201,forest,
952,"201091926",7201,forest,
953,"201104815",7201,forest,
954,"201170829",7201,forest,
956,"201170834",7201,forest,
958,"201313631",7202,park,Karolina Park
962,"202196024",7218,grass,
967,"202586770",7229,farmland,
968,"202593350",7229,farmland,
969,"202593351",7229,farmland,
970,"202659403",7201,forest,
971,"202659423",7201,forest,
972,"202730671",7202,park,
973,"2721145",7215,orchard,
974,"202738229",7201,forest,
975,"202738239",7201,forest,
976,"202738246",7201,forest,
978,"202738266",7201,forest,
979,"202738277",7201,forest,
980,"202738299",7201,forest,
981,"202738329",7201,forest,
982,"202738343",7201,forest,
983,"202741089",7228,farmyard,
986,"202985543",7218,grass,
988,"203111766",7215,orchard,
989,"203111769",7228,farmyard,
990,"203111773",7201,forest,
991,"203111796",7228,farmyard,
992,"203111850",7228,farmyard,
993,"203111856",7215,orchard,
994,"203111857",7215,orchard,
996,"203111861",7215,orchard,
997,"203111868",7215,orchard,
998,"203111875",7215,orchard,
1001,"203295620",7215,orchard,
1002,"203295885",7217,scrub,
1003,"203296866",7202,park,Cumhuriyet Parkı
1004,"203296920",7202,park,
1005,"203304950",7215,orchard,
1006,"203305746",7228,farmyard,
1007,"203591399",7201,forest,
1008,"203591403",7215,orchard,
1009,"203595876",7215,orchard,
1010,"203595877",7215,orchard,
1012,"203612865",7215,orchard,
1015,"204030682",7218,grass,
1016,"204030683",7218,grass,
1017,"204030684",7218,grass,
1018,"204030685",7218,grass,
1020,"2738874",7218,grass,
1021,"2738875",7218,grass,
1022,"2738877",7218,grass,
1023,"2738876",7218,grass,
1024,"204051438",7229,farmland,
1026,"204245042",7229,farmland,
1027,"204245044",7229,farmland,
1028,"204245045",7201,forest,
1029,"204245046",7229,farmland,
1030,"204245048",7229,farmland,
1031,"204245050",7201,forest,
1032,"204245052",7228,farmyard,
1033,"204245053",7229,farmland,
1034,"204245059",7201,forest,
1035,"204320484",7218,grass,
1036,"204320485",7218,grass,
1037,"204320486",7218,grass,
1038,"204320487",7218,grass,
1041,"204595112",7218,grass,
1042,"204595113",7218,grass,
1043,"204595114",7218,grass,
1044,"204729139",7218,grass,
1045,"204729140",7218,grass,
1046,"204830369",7218,grass,
1048,"204998420",7218,grass,
1049,"204998424",7202,park,
1073,"206176271",7202,park,MARMARA PARKI
1074,"206244901",7217,scrub,
1075,"206247570",7202,park,Δημοτικός κήπος
1076,"206253168",7218,grass,
1077,"206761323",7218,grass,
1078,"206761327",7218,grass,
1079,"206761328",7218,grass,
1080,"206761329",7218,grass,
1081,"206761330",7218,grass,
1082,"206761331",7218,grass,
1092,"212506348",7215,orchard,
1093,"212506352",7217,scrub,Tekke Forest
1094,"212506357",7215,orchard,
1095,"2840641",7201,forest,
1096,"212506361",7215,orchard,
1097,"212855733",7229,farmland,
1098,"212855734",7229,farmland,
1099,"212855736",7229,farmland,
1100,"212855737",7229,farmland,
1101,"212855739",7229,farmland,
1102,"212855742",7229,farmland,
1103,"212855743",7229,farmland,
1104,"212855745",7229,farmland,
1119,"217038992",7215,orchard,
1190,"220376446",7216,vineyard,
1191,"220376447",7216,vineyard,
1192,"220376448",7215,orchard,
1193,"220376449",7215,orchard,
1194,"220376450",7215,orchard,
1195,"220376451",7215,orchard,
1196,"220376452",7215,orchard,
1197,"220376453",7215,orchard,
1198,"220379191",7202,park,Βοτανικός Κήπος Τροόδους «Α.Γ. Λεβέντης»
1199,"220382995",7229,farmland,
1200,"220382996",7229,farmland,
1201,"221375626",7202,park,Peyia Municipal Park
1225,"227794041",7202,park,Public park
1226,"227794331",7208,meadow,
1228,"228371713",7202,park,
1229,"228373745",7202,park,
1230,"228380531",7202,park,
1231,"228389106",7202,park,
1232,"228391084",7202,park,
1233,"228391116",7202,park,
1234,"228763070",7218,grass,
1235,"228763328",7218,grass,
1236,"228763399",7218,grass,
1237,"228763400",7218,grass,
1238,"228763401",7218,grass,
1239,"228763402",7218,grass,
1240,"228763403",7218,grass,
1241,"228763407",7218,grass,
1242,"229500289",7229,farmland,
1243,"229500290",7229,farmland,
1244,"229500291",7229,farmland,
1245,"229500292",7229,farmland,
1246,"229500293",7229,farmland,
1247,"229500294",7229,farmland,
1248,"229500295",7229,farmland,
1249,"229653125",7229,farmland,
1250,"229653126",7229,farmland,
1251,"229653127",7229,farmland,
1253,"231626840",7202,park,Mesaorias park
1254,"231721887",7202,park,
1256,"231801504",7202,park,Kοινοτικό πάρκο Εργατών
1257,"231803028",7202,park,Kroushia park - Πάρκο Κρούσια
1259,"232515014",7202,park,Bumbula Park
1261,"237049387",7202,park,Πάρκο Ποντιακού Ελληνισμού
1262,"237049574",7202,park,
1263,"237049608",7202,park,Πάρκο Ποντιακού Ελληνισμού
1264,"237050042",7202,park,Παλιός Σιδηρόδρομος
1265,"237314396",7202,park,Πλατεία Αγίου Δομετίου
1266,"237762478",7202,park,BataGarden Park
1267,"237762523",7202,park,San Demetre local Park
1268,"237762524",7202,park,
1270,"241638687",7217,scrub,
1271,"241700180",7218,grass,
1272,"241707975",7218,grass,
1274,"243750580",7216,vineyard,
1275,"243750581",7215,orchard,
1276,"243750582",7215,orchard,
1277,"243750584",7201,forest,
1278,"243750585",7201,forest,
1279,"243750586",7201,forest,
1280,"243750588",7201,forest,
1281,"243754119",7216,vineyard,
1282,"243754121",7216,vineyard,
1283,"243754122",7215,orchard,
1284,"243754125",7216,vineyard,
1285,"243754127",7215,orchard,
1286,"243754129",7215,orchard,
1287,"243754131",7216,vineyard,
1288,"243754133",7215,orchard,
1289,"243754136",7229,farmland,
1290,"243754138",7215,orchard,
1291,"243754139",7216,vineyard,
1292,"243754140",7201,forest,
1293,"243754141",7201,forest,
1294,"243754142",7201,forest,
1295,"243754143",7201,forest,
1296,"243754144",7217,scrub,
1297,"243754145",7201,forest,
1298,"243754146",7217,scrub,
1299,"243754148",7201,forest,
1300,"243754149",7201,forest,
1301,"243754150",7201,forest,
1302,"243754151",7201,forest,
1303,"243754153",7201,forest,
1304,"243754154",7201,forest,
1305,"243754155",7217,scrub,
1306,"243754250",7229,farmland,
1307,"243754251",7229,farmland,
1308,"243754252",7229,farmland,
1316,"243918801",7228,farmyard,
1321,"244117870",7202,park,Pompoiias Street Park
1334,"244612428",7218,grass,
1335,"244612429",7218,grass,
1336,"244617223",7218,grass,
1337,"244617225",7218,grass,
1339,"244839622",7215,orchard,
1341,"244870158",7218,grass,
1342,"244870159",7218,grass,
1343,"245096091",7228,farmyard,
1344,"245096092",7228,farmyard,
1345,"245096093",7228,farmyard,
1346,"245096094",7228,farmyard,
1347,"245096095",7228,farmyard,
1348,"245096097",7217,scrub,
1349,"245096098",7217,scrub,
1350,"245096099",7217,scrub,
1351,"245096100",7217,scrub,
1352,"245100816",7217,scrub,
1354,"245270057",7201,forest,
1356,"245321440",7229,farmland,
1357,"245321442",7229,farmland,
1358,"245329785",7229,farmland,
1359,"245329786",7229,farmland,
1360,"245329787",7217,scrub,
1361,"245329789",7217,scrub,
1362,"245846802",7215,orchard,
1366,"245994385",7217,scrub,
1381,"247885018",7229,farmland,
1382,"247885024",7217,scrub,
1383,"247885026",7217,scrub,
1384,"248671813",7215,orchard,
1391,"250804176",7202,park,
1392,"250804182",7202,park,Πάρκο Μαραθωνοδρόμων
1393,"256610707",7229,farmland,
1395,"256617095",7229,farmland,
1397,"256617099",7229,farmland,
1400,"256618080",7229,farmland,
1402,"256618082",7229,farmland,
1403,"256713831",7229,farmland,
1404,"256713832",7229,farmland,
1405,"256715938",7229,farmland,
1406,"256715939",7229,farmland,
1407,"256715941",7229,farmland,
1408,"256715942",7217,scrub,
1409,"256715943",7217,scrub,
1410,"256715944",7217,scrub,
1411,"256715945",7217,scrub,
1412,"256721663",7229,farmland,
1413,"256721664",7229,farmland,
1415,"256721666",7229,farmland,
1416,"256721669",7229,farmland,
1419,"256721675",7229,farmland,
1420,"256721677",7229,farmland,
1421,"256721683",7229,farmland,
1422,"256721693",7208,meadow,
1423,"256721734",7229,farmland,
1424,"256721740",7229,farmland,
1427,"256721751",7229,farmland,
1430,"256721765",7229,farmland,
1433,"256721772",7217,scrub,
1434,"256726158",7229,farmland,
1435,"256726159",7229,farmland,
1436,"256726160",7229,farmland,
1437,"256726161",7229,farmland,
1438,"256726162",7229,farmland,
1439,"256728826",7229,farmland,
1440,"256728827",7229,farmland,
1441,"256728828",7229,farmland,
1444,"256728831",7229,farmland,
1445,"256728832",7229,farmland,
1446,"256728833",7229,farmland,
1447,"256728834",7229,farmland,
1449,"256728836",7229,farmland,
1450,"256728837",7229,farmland,
1451,"256728838",7229,farmland,
1452,"256728839",7229,farmland,
1453,"256728840",7229,farmland,
1454,"256728841",7229,farmland,
1455,"256728842",7229,farmland,
1457,"256728844",7229,farmland,
1458,"256728845",7229,farmland,
1459,"256728846",7229,farmland,
1460,"256728847",7229,farmland,
1461,"256728848",7229,farmland,
1462,"256728849",7229,farmland,
1464,"256728851",7229,farmland,
1479,"256738023",7229,farmland,
1483,"256738027",7229,farmland,
1485,"256738029",7229,farmland,
1486,"256738030",7229,farmland,
1487,"256738031",7229,farmland,
1488,"256738032",7229,farmland,
1489,"256738033",7229,farmland,
1490,"256738034",7229,farmland,
1491,"256738037",7229,farmland,
1492,"256738040",7229,farmland,
1494,"256738042",7229,farmland,
1498,"256738046",7229,farmland,
1499,"256738047",7229,farmland,
1506,"256738055",7229,farmland,
1508,"256738057",7229,farmland,
1510,"256738059",7229,farmland,
1511,"256738060",7229,farmland,
1512,"256738061",7229,farmland,
1514,"256738063",7229,farmland,
1517,"256738066",7229,farmland,
1518,"256738067",7217,scrub,
1519,"256738068",7217,scrub,
1520,"256738069",7217,scrub,
1521,"3441246",7217,scrub,
1522,"256738071",7201,forest,Arkakoudia Forest
1523,"256738072",7217,scrub,
1524,"256738073",7217,scrub,
1525,"256738074",7217,scrub,
1526,"256738075",7217,scrub,
1527,"256738076",7217,scrub,
1528,"256738078",7217,scrub,
1529,"256738079",7217,scrub,
1530,"256738080",7217,scrub,
1531,"256738081",7217,scrub,
1532,"256738082",7217,scrub,
1533,"256858921",7229,farmland,
1535,"256858923",7229,farmland,
1537,"256858925",7229,farmland,
1539,"256858927",7229,farmland,
1540,"256858928",7229,farmland,
1542,"256858930",7229,farmland,
1545,"256858934",7229,farmland,
1550,"256858943",7229,farmland,
1553,"256858946",7229,farmland,
1555,"256858948",7229,farmland,
1556,"256858949",7229,farmland,
1557,"256858950",7229,farmland,
1559,"256858952",7229,farmland,
1560,"256858953",7229,farmland,
1562,"256858955",7229,farmland,
1563,"256858957",7229,farmland,
1565,"256858959",7217,scrub,
1566,"256858960",7201,forest,
1567,"256858961",7217,scrub,
1568,"256858962",7217,scrub,
1569,"256858963",7201,forest,
1570,"256858964",7217,scrub,
1571,"256858965",7217,scrub,
1572,"256858966",7217,scrub,
1573,"256868169",7229,farmland,
1574,"256868170",7229,farmland,
1575,"256868171",7229,farmland,
1576,"256875438",7229,farmland,
1577,"256875439",7229,farmland,
1579,"256875441",7229,farmland,
1582,"256875444",7229,farmland,
1583,"256875445",7229,farmland,
1584,"256875446",7229,farmland,
1585,"256875447",7229,farmland,
1586,"256875448",7229,farmland,
1587,"256875449",7229,farmland,
1588,"256875450",7229,farmland,
1589,"256875452",7229,farmland,
1590,"256875453",7229,farmland,
1591,"256875455",7229,farmland,
1592,"256875456",7229,farmland,
1593,"256875457",7229,farmland,
1594,"256875458",7229,farmland,
1597,"256875461",7229,farmland,
1598,"256875462",7229,farmland,
1599,"256875463",7229,farmland,
1600,"256875464",7229,farmland,
1602,"256875466",7229,farmland,
1603,"256875467",7229,farmland,
1604,"256875468",7229,farmland,
1605,"256875469",7229,farmland,
1606,"256875470",7229,farmland,
1607,"256875471",7229,farmland,
1608,"256875473",7217,scrub,
1609,"256875474",7217,scrub,
1610,"256875475",7217,scrub,
1611,"256875476",7217,scrub,
1612,"256875477",7217,scrub,
1613,"256875478",7217,scrub,
1614,"256875479",7217,scrub,
1615,"256875480",7217,scrub,
1616,"256875481",7217,scrub,
1617,"256875482",7217,scrub,
1618,"256875483",7217,scrub,
1619,"256875485",7217,scrub,
1620,"256875486",7217,scrub,
1621,"256875488",7217,scrub,
1622,"256875489",7217,scrub,
1623,"256875490",7217,scrub,
1624,"256875492",7217,scrub,
1625,"256875493",7217,scrub,
1626,"256875494",7217,scrub,
1627,"256875495",7217,scrub,
1628,"256875496",7217,scrub,
1629,"256875497",7217,scrub,
1630,"256875498",7217,scrub,
1631,"256877250",7229,farmland,
1632,"256877251",7229,farmland,
1633,"256877252",7229,farmland,
1634,"256877256",7217,scrub,
1635,"256877257",7217,scrub,
1636,"256877258",7217,scrub,
1643,"257939393",7229,farmland,
1644,"257939394",7229,farmland,
1645,"257939395",7229,farmland,
1646,"257939397",7229,farmland,
