fid,osm_id,code,fclass,name
12526,"911468443",7215,orchard,
12527,"911468445",7215,orchard,
12528,"911468447",7215,orchard,
12529,"911468448",7217,scrub,
12530,"911468449",7217,scrub,
12531,"911468450",7215,orchard,
12532,"12372531",7229,farmland,
12533,"911468452",7215,orchard,
12534,"911468453",7215,orchard,
12535,"911468454",7217,scrub,
12536,"911468455",7215,orchard,
12537,"911468456",7217,scrub,
12538,"911468457",7217,scrub,
12539,"911468458",7217,scrub,
12540,"911468459",7217,scrub,
12541,"911468461",7229,farmland,
12542,"911468462",7229,farmland,
12543,"911468463",7229,farmland,
12544,"911468464",7229,farmland,
12545,"911468465",7229,farmland,
12546,"911468466",7215,orchard,
12547,"911468467",7217,scrub,
12548,"911468473",7215,orchard,
12549,"12372533",7229,farmland,
12550,"911468474",7215,orchard,
12551,"911468475",7215,orchard,
12552,"911468476",7215,orchard,
12553,"911468478",7215,orchard,
12554,"911468480",7215,orchard,
12555,"12372534",7229,farmland,
12556,"911468481",7215,orchard,
12557,"911468482",7215,orchard,
12558,"911468483",7215,orchard,
12559,"911468484",7215,orchard,
12560,"911468485",7215,orchard,
12561,"911468486",7215,orchard,
12562,"911468487",7217,scrub,
12563,"911468488",7229,farmland,
12564,"911468490",7215,orchard,
12565,"911468491",7229,farmland,
12566,"911468493",7229,farmland,
12567,"911468494",7215,orchard,
12568,"911468495",7215,orchard,
12569,"911468496",7215,orchard,
12570,"911468497",7217,scrub,
12571,"911468498",7217,scrub,
12572,"911468499",7215,orchard,
12573,"911468500",7215,orchard,
12574,"911468501",7215,orchard,
12575,"911468502",7217,scrub,
12576,"911468508",7201,forest,
12577,"911468509",7215,orchard,
12578,"911468510",7215,orchard,
12579,"911468511",7215,orchard,
12580,"911468512",7215,orchard,
12581,"911468513",7217,scrub,
12582,"911468514",7215,orchard,
12583,"12372535",7229,farmland,
12584,"911468515",7215,orchard,
12585,"12372536",7217,scrub,
12586,"911468517",7201,forest,
12587,"911468518",7215,orchard,
12588,"911468519",7201,forest,
12589,"911468520",7201,forest,
12590,"911468521",7201,forest,
12591,"912367257",7215,orchard,
12592,"912367258",7215,orchard,
12593,"912367259",7229,farmland,
12594,"912367260",7229,farmland,
12595,"912367261",7229,farmland,
12596,"912367262",7201,forest,
12597,"912367263",7215,orchard,
12598,"912367265",7215,orchard,
12599,"912367266",7229,farmland,
12600,"912367267",7229,farmland,
12601,"912367268",7229,farmland,
12602,"912367269",7229,farmland,
12603,"912367270",7229,farmland,
12604,"912367271",7229,farmland,
12605,"912367272",7229,farmland,
12606,"912367273",7229,farmland,
12607,"912367274",7229,farmland,
12608,"912367275",7215,orchard,
12609,"912367276",7215,orchard,
12610,"912367277",7215,orchard,
12611,"912367278",7215,orchard,
12612,"912367279",7201,forest,
12613,"912367281",7201,forest,
12614,"912367283",7229,farmland,
12615,"912367284",7201,forest,
12616,"12380597",7229,farmland,
12617,"912367290",7201,forest,
12618,"912367291",7201,forest,
12619,"912367293",7201,forest,
12620,"912367294",7229,farmland,
12621,"912367295",7215,orchard,
12622,"12380599",7229,farmland,
12623,"12380598",7215,orchard,
12624,"912367300",7201,forest,
12625,"912367301",7229,farmland,
12626,"912367302",7215,orchard,
12627,"912367303",7215,orchard,
12628,"912367304",7215,orchard,
12629,"912367305",7229,farmland,
12630,"912367306",7217,scrub,
12631,"912367307",7217,scrub,
12632,"912367308",7215,orchard,
12633,"912367309",7229,farmland,
12634,"12380601",7229,farmland,
12635,"12380600",7217,scrub,
12636,"912761043",7215,orchard,
12637,"912761044",7217,scrub,
12638,"912761045",7217,scrub,
12639,"912761046",7217,scrub,
12640,"912761047",7215,orchard,
12641,"912761048",7215,orchard,
12642,"912761050",7229,farmland,
12643,"912761051",7228,farmyard,
12644,"912761052",7217,scrub,
12645,"912761053",7229,farmland,
12646,"912761054",7215,orchard,
12647,"912761055",7215,orchard,
12648,"912761056",7229,farmland,
12649,"912761057",7229,farmland,
12650,"912761058",7229,farmland,
12651,"912761060",7215,orchard,
12652,"912761061",7229,farmland,
12653,"912761062",7217,scrub,
12654,"912761063",7215,orchard,
12655,"17518690",7215,orchard,
12656,"912761067",7215,orchard,
12657,"912761068",7215,orchard,
12658,"912761069",7215,orchard,
12659,"912761070",7215,orchard,
12660,"912761071",7215,orchard,
12661,"912761072",7215,orchard,
12662,"912761076",7217,scrub,
12663,"912761077",7229,farmland,
12664,"912761078",7229,farmland,
12665,"912761079",7229,farmland,
12666,"912761080",7215,orchard,
12667,"912761081",7215,orchard,
12668,"912761083",7215,orchard,
12669,"912761084",7215,orchard,
12670,"912761085",7215,orchard,
12671,"912761086",7215,orchard,
12672,"912761087",7215,orchard,
12673,"912761089",7215,orchard,
12674,"17518832",7229,farmland,
12675,"912761095",7229,farmland,
12676,"912761096",7229,farmland,
12677,"912761098",7215,orchard,
12678,"912761099",7229,farmland,
12679,"912761100",7215,orchard,
12680,"912761101",7215,orchard,
12681,"912761102",7215,orchard,
12682,"912761103",7215,orchard,
12683,"912761106",7215,orchard,
12684,"912761107",7215,orchard,
12685,"912761109",7215,orchard,
12686,"912761110",7215,orchard,
12687,"912761112",7215,orchard,
12688,"912761113",7215,orchard,
12689,"912761117",7229,farmland,
12690,"912761118",7215,orchard,
12691,"912761119",7215,orchard,
12692,"12389205",7229,farmland,
12693,"912886659",7215,orchard,
12694,"912886661",7215,orchard,
12695,"912886667",7215,orchard,
12696,"912886668",7215,orchard,
12697,"912886682",7229,farmland,
12698,"912886684",7217,scrub,
12699,"912886687",7217,scrub,
12700,"912886690",7201,forest,
12701,"912886691",7201,forest,
12702,"912886692",7215,orchard,
12703,"912886693",7215,orchard,
12704,"912886694",7229,farmland,
12705,"912886695",7217,scrub,
12706,"912886700",7215,orchard,
12707,"912886702",7229,farmland,
12708,"912886709",7215,orchard,
12709,"912886711",7229,farmland,
12710,"912886712",7229,farmland,
12711,"912886716",7217,scrub,
12712,"912886722",7229,farmland,
12713,"912886723",7229,farmland,
12714,"912886724",7229,farmland,
12715,"12389211",7215,orchard,
12716,"912886728",7215,orchard,
12717,"912886730",7229,farmland,
12718,"912886731",7229,farmland,
12719,"12389213",7229,farmland,
12720,"912886735",7215,orchard,
12721,"912886737",7217,scrub,
12722,"913553573",7215,orchard,
12723,"913553577",7217,scrub,
12724,"913553578",7217,scrub,
12725,"913553581",7217,scrub,
12726,"913553583",7217,scrub,
12727,"12398715",7229,farmland,
12728,"913553584",7217,scrub,
12729,"913553585",7217,scrub,
12730,"913553586",7215,orchard,
12731,"913553588",7215,orchard,
12732,"913553593",7215,orchard,
12733,"12398716",7229,farmland,
12734,"913553594",7217,scrub,
12735,"913553595",7215,orchard,
12736,"913553598",7229,farmland,
12738,"913553608",7215,orchard,
12739,"12398717",7217,scrub,
12740,"913553611",7217,scrub,
12741,"913553622",7229,farmland,
12742,"913553623",7217,scrub,
12743,"913553628",7217,scrub,
12744,"12398718",7229,farmland,
12745,"913553632",7217,scrub,
12746,"913553633",7215,orchard,
12747,"913553634",7217,scrub,
12748,"913553635",7217,scrub,
12749,"913553636",7217,scrub,
12750,"913553637",7217,scrub,
12751,"913553641",7215,orchard,
12752,"913553642",7217,scrub,
12753,"913553643",7217,scrub,
12754,"913553644",7229,farmland,
12755,"932661327",7201,forest,
12757,"942565190",7202,park,
12758,"943019750",7229,farmland,
12759,"943019751",7215,orchard,
12760,"943019752",7208,meadow,
12761,"943019753",7215,orchard,
12762,"943019754",7208,meadow,
12763,"943019755",7217,scrub,
12764,"943019756",7215,orchard,
12765,"943019757",7217,scrub,
12766,"13871081",7201,forest,
12767,"943019758",7229,farmland,
12768,"943019759",7217,scrub,
12769,"943019760",7201,forest,
12770,"9255580",7229,farmland,
12771,"12713562",7217,scrub,
12772,"943019764",7201,forest,
12773,"12713826",7229,farmland,
12774,"12713830",7229,farmland,
12775,"943056312",7217,scrub,
12776,"12713828",7229,farmland,
12777,"12713827",7217,scrub,
12778,"12713829",7217,scrub,
12780,"12713825",7201,forest,
12781,"943975031",7202,park,
12782,"944243027",7219,heath,
12783,"12727484",7201,forest,
12784,"944283163",7229,farmland,
12785,"944283164",7229,farmland,
12786,"12727820",7229,farmland,
12787,"12727819",7229,farmland,
12788,"944283191",7201,forest,
12789,"12728510",7229,farmland,
12790,"12728522",7201,forest,
12792,"12728529",7229,farmland,
12793,"12728511",7217,scrub,
12794,"12728513",7201,forest,
12795,"12728516",7229,farmland,
12796,"13851873",7217,scrub,
12797,"12728519",7229,farmland,
12798,"12728521",7217,scrub,
12799,"944348462",7229,farmland,
12801,"944348477",7217,scrub,
12802,"944348487",7217,scrub,
12803,"12728525",7217,scrub,
12804,"12728524",7229,farmland,
12805,"944348514",7228,farmyard,
12806,"12728526",7217,scrub,
12807,"944348521",7201,forest,
12810,"12727821",7229,farmland,
12811,"944348535",7217,scrub,
12812,"944348548",7201,forest,
12813,"13853816",7217,scrub,
12814,"12728533",7229,farmland,
12818,"12728750",7217,scrub,
12819,"12728751",7217,scrub,
12820,"12728512",7229,farmland,
12821,"12728752",7217,scrub,
12824,"12728749",7201,forest,
12825,"12728747",7201,forest,
12827,"12728753",7229,farmland,
12828,"12728527",7229,farmland,
12829,"944378250",7217,scrub,
12832,"944605067",7219,heath,
12833,"944605071",7219,heath,
12834,"944605098",7217,scrub,
12835,"12731249",7217,scrub,
12836,"12731250",7217,scrub,
12837,"12728523",7229,farmland,
12838,"12731515",7201,forest,
12839,"12731518",7201,forest,
12840,"944631195",7217,scrub,
12841,"944631196",7217,scrub,
12842,"944631197",7217,scrub,
12843,"13039980",7228,farmyard,
12845,"944734363",7229,farmland,
12846,"944734364",7229,farmland,
12847,"944734365",7229,farmland,
12848,"944734366",7217,scrub,
12849,"944734367",7229,farmland,
12850,"944734368",7229,farmland,
12851,"944734369",7229,farmland,
12852,"944734370",7217,scrub,
12853,"944734371",7229,farmland,
12854,"944734372",7219,heath,
12855,"944734375",7229,farmland,
12856,"944734387",7201,forest,
12857,"944734389",7201,forest,
12858,"944734395",7201,forest,
12859,"944757504",7201,forest,
12860,"944757505",7201,forest,
12861,"944757506",7201,forest,
12862,"12732867",7228,farmyard,
12863,"12732871",7229,farmland,
12864,"12732880",7208,meadow,
12865,"944822089",7201,forest,
12866,"944822091",7201,forest,
12867,"12731241",7229,farmland,
12868,"12731242",7201,forest,
12869,"12728515",7201,forest,
12870,"12736580",7217,scrub,
12871,"12728509",7201,forest,
12872,"12731248",7217,scrub,
12873,"12736578",7217,scrub,
12874,"12728507",7229,farmland,
12875,"12731516",7217,scrub,
12876,"12736579",7201,forest,
12877,"12728531",7217,scrub,
12883,"13034636",7217,scrub,
12884,"945144052",7217,scrub,
12885,"945144053",7217,scrub,
12886,"945144054",7217,scrub,
12887,"12737732",7208,meadow,
12888,"945260550",7228,farmyard,
12889,"945260553",7217,scrub,
12890,"945260555",7217,scrub,
12891,"945260556",7217,scrub,
12892,"12737726",7229,farmland,
12893,"12737727",7217,scrub,
12894,"945260560",7217,scrub,
12895,"945260561",7217,scrub,
12896,"945260562",7217,scrub,
12897,"945260563",7217,scrub,
12898,"945260564",7217,scrub,
12899,"945260565",7217,scrub,
12900,"945260567",7217,scrub,
12901,"945260568",7217,scrub,
12902,"945260569",7217,scrub,
12903,"12731522",7217,scrub,
12904,"945260578",7217,scrub,
12905,"945260579",7217,scrub,
12906,"945260580",7228,farmyard,
12907,"945260581",7229,farmland,
12908,"945260582",7217,scrub,
12909,"945260583",7217,scrub,
12910,"945260604",7217,scrub,
12911,"945260605",7217,scrub,
12912,"945260606",7217,scrub,
12913,"945260617",7201,forest,
12914,"945260618",7217,scrub,
12915,"945260621",7217,scrub,
12916,"945260622",7228,farmyard,
12917,"945260623",7228,farmyard,
12918,"945260624",7217,scrub,
12919,"945260625",7217,scrub,
12920,"945260627",7217,scrub,
12921,"12741660",7228,farmyard,
12922,"12737729",7217,scrub,
12923,"13851908",7229,farmland,
12924,"12737734",7217,scrub,
12925,"12737730",7201,forest,
12926,"12737731",7217,scrub,
12927,"945260706",7228,farmyard,
12928,"945533889",7217,scrub,
12929,"945533890",7217,scrub,
12930,"945533891",7217,scrub,
12931,"945533892",7217,scrub,
12932,"12741664",7217,scrub,
12933,"12741665",7217,scrub,
12934,"12741661",7219,heath,
12935,"945533951",7217,scrub,
12936,"12743741",7229,farmland,
12937,"945539921",7229,farmland,
12938,"12741705",7217,scrub,
12939,"12741706",7229,farmland,
12940,"12741707",7219,heath,
12941,"12731517",7229,farmland,
12942,"12731519",7217,scrub,
12944,"13034637",7229,farmland,
12945,"13040579",7229,farmland,
12946,"945652618",7217,scrub,
12947,"12742788",7229,farmland,
12948,"13034633",7229,farmland,
12949,"12742789",7201,forest,
12950,"13852005",7201,forest,
12951,"13034634",7217,scrub,
12952,"12743743",7229,farmland,
12953,"12731247",7229,farmland,
12954,"12736577",7217,scrub,
12955,"12731244",7229,farmland,
12956,"13850370",7201,forest,
12957,"13040571",7228,farmyard,
12958,"12731246",7201,forest,
12959,"12731520",7201,forest,
12960,"12743707",7217,scrub,
12961,"13040572",7228,farmyard,
12962,"12743706",7201,forest,
12963,"12743708",7217,scrub,
12964,"12728532",7217,scrub,
12965,"12743709",7217,scrub,
12966,"12743710",7217,scrub,
12967,"12743877",7217,scrub,
12968,"12743878",7229,farmland,
12969,"13864025",7217,scrub,
12970,"945767005",7217,scrub,
12971,"12743881",7219,heath,
12972,"13016271",7217,scrub,
12973,"13016272",7217,scrub,
12974,"12743890",7219,heath,
12975,"12743879",7217,scrub,
12976,"945767058",7229,farmland,
12977,"12743887",7229,farmland,
12978,"12743880",7217,scrub,
12979,"12743889",7229,farmland,
12980,"946444964",7215,orchard,
12981,"948737166",7202,park,
12982,"948737171",7202,park,
12983,"948737172",7202,park,
12985,"956074894",7202,park,Teyfide Veli Çocuk ve Aktivite Parkı
12986,"956076118",7202,park,Hamitköy Avrupa Birliği Parkı
12987,"956226393",7202,park,
12991,"958907860",7202,park,Cat Cafe
12993,"960076771",7215,orchard,
12994,"960076772",7229,farmland,
12995,"960093204",7229,farmland,
12998,"962215965",7218,grass,
12999,"962215966",7218,grass,
13000,"962215969",7217,scrub,
13001,"962215971",7218,grass,
13002,"962215973",7218,grass,
13003,"962617382",7202,park,
13004,"965228299",7215,orchard,
13005,"965228397",7229,farmland,
13007,"965656690",7202,park,
13009,"967237438",7202,park,
13010,"967237439",7217,scrub,
13011,"13016273",7217,scrub,
13012,"13016274",7217,scrub,
13013,"11720360",7217,scrub,
13014,"13016278",7217,scrub,
13015,"13016276",7217,scrub,
13016,"13016283",7229,farmland,
13017,"13016284",7201,forest,
13018,"13016281",7217,scrub,
13019,"13016290",7217,scrub,
13020,"13016291",7217,scrub,
13021,"13016292",7217,scrub,
13022,"13016287",7217,scrub,
13023,"13016289",7201,forest,
13024,"13016277",7217,scrub,
13025,"13016279",7217,scrub,
13026,"13016295",7217,scrub,
13027,"12743876",7201,forest,
13028,"13016296",7201,forest,
13029,"13016282",7229,farmland,
13030,"13016299",7229,farmland,
13031,"13016280",7201,forest,
13032,"13016275",7217,scrub,
13033,"13016300",7217,scrub,
13034,"11720361",7229,farmland,
13035,"13016304",7217,scrub,
13036,"13016286",7229,farmland,
13037,"13016303",7201,forest,
13038,"13016293",7217,scrub,
13039,"13016734",7201,forest,
13040,"13016736",7201,forest,
13041,"13040458",7217,scrub,
13042,"13016741",7217,scrub,
13043,"13016737",7201,forest,
13044,"967257402",7217,scrub,
13045,"13016744",7217,scrub,
13046,"13016743",7217,scrub,
13047,"13016745",7229,farmland,
13048,"13016735",7201,forest,
13049,"13016742",7201,forest,
13050,"967261329",7217,scrub,
13051,"967261330",7229,farmland,
13052,"967261331",7217,scrub,
13053,"967261332",7229,farmland,
13054,"967261341",7201,forest,
13055,"13016781",7201,forest,
13056,"967261348",7201,forest,
13057,"967261349",7217,scrub,
13058,"967261350",7217,scrub,
13059,"967261386",7217,scrub,
13060,"967261387",7217,scrub,
13061,"13016788",7217,scrub,
13062,"967261400",7229,farmland,
13063,"967261401",7217,scrub,
13064,"13016784",7201,forest,
13065,"13016786",7201,forest,
13066,"13016785",7201,forest,
13067,"13016740",7201,forest,
13068,"13016787",7229,farmland,
13069,"13016789",7201,forest,
13070,"13016790",7217,scrub,
13071,"13016791",7229,farmland,
13072,"4662312",7201,forest,
13073,"967280194",7217,scrub,
13074,"13016792",7201,forest,
13075,"13851754",7229,farmland,
13076,"13017108",7208,meadow,
13077,"13017107",7217,scrub,
13078,"13017106",7229,farmland,
13079,"13027628",7217,scrub,
13080,"13040564",7217,scrub,
13081,"13040565",7217,scrub,
13082,"13851581",7229,farmland,
13083,"967280280",7217,scrub,
13084,"967280281",7229,farmland,
13085,"13851678",7217,scrub,
13086,"13851663",7201,forest,
13087,"13027627",7201,forest,
13088,"12743886",7201,forest,
13089,"967280311",7217,scrub,
13090,"13017113",7217,scrub,
13091,"967280317",7229,farmland,
13092,"967280318",7229,farmland,
13093,"967280324",7229,farmland,
13094,"967280334",7229,farmland,
13095,"13851691",7217,scrub,
13096,"967280338",7217,scrub,
13097,"967280339",7217,scrub,
13098,"967280348",7217,scrub,
13099,"967280349",7217,scrub,
13100,"967280350",7217,scrub,
13101,"967280351",7217,scrub,
13102,"967280352",7217,scrub,
13103,"967280353",7217,scrub,
13104,"13017119",7217,scrub,
13105,"13017111",7208,meadow,
13106,"12743882",7217,scrub,
13107,"967688948",7201,forest,
13108,"967688949",7201,forest,
13109,"967688950",7201,forest,
13110,"967688951",7229,farmland,
13111,"967688952",7229,farmland,
13112,"967688953",7201,forest,
13113,"967689186",7201,forest,
13114,"967689187",7201,forest,
13115,"967689188",7201,forest,
13116,"967689189",7201,forest,
13118,"967935496",7201,forest,
13119,"967935497",7201,forest,
13120,"967935498",7201,forest,
13121,"967935499",7201,forest,
13122,"967935500",7201,forest,
13123,"967935501",7201,forest,
13124,"967935502",7215,orchard,
13125,"967935503",7215,orchard,
13126,"13025881",7215,orchard,
13127,"967935507",7215,orchard,
13128,"967935508",7218,grass,
13129,"967935509",7218,grass,
13130,"967935510",7201,forest,
13131,"967935511",7201,forest,
13132,"967935513",7229,farmland,
13133,"13016738",7201,forest,
13134,"12743875",7201,forest,
13135,"968115731",7229,farmland,
13136,"13851772",7229,farmland,
13137,"968115737",7229,farmland,
13138,"13027629",7217,scrub,
13139,"13017117",7217,scrub,
13140,"13017116",7201,forest,
13141,"13017120",7217,scrub,
13142,"968115778",7229,farmland,
13143,"968115779",7229,farmland,
13144,"968115780",7229,farmland,
13145,"13851836",7229,farmland,
13146,"968115802",7229,farmland,
13147,"968115810",7217,scrub,
13148,"13027634",7217,scrub,
13149,"13027631",7201,forest,
13150,"13027635",7201,forest,
13151,"13027645",7201,forest,
13152,"13027639",7217,scrub,
13153,"13027632",7217,scrub,
13154,"13027638",7217,scrub,
13156,"13027642",7201,forest,
13157,"13027644",7201,forest,
13158,"13027641",7229,farmland,
13159,"13027643",7217,scrub,
13160,"13017109",7229,farmland,
13161,"13027637",7201,forest,
13162,"13027946",7229,farmland,
13163,"13027947",7229,farmland,
13164,"13027948",7229,farmland,
13165,"13017118",7229,farmland,
13166,"968142462",7215,orchard,
13167,"968142483",7229,farmland,
13168,"13027640",7229,farmland,
13169,"12728518",7229,farmland,
13170,"13027630",7229,farmland,
13172,"968152578",7229,farmland,
13173,"12728517",7217,scrub,
13174,"968152587",7229,farmland,
13175,"968152588",7229,farmland,
13176,"13027949",7217,scrub,
13177,"13028090",7228,farmyard,
13178,"13028085",7201,forest,
13179,"12731251",7217,scrub,
13180,"13028086",7229,farmland,
13181,"968152623",7229,farmland,
13182,"13027950",7229,farmland,
13183,"13028087",7229,farmland,
13184,"13028089",7201,forest,
13185,"4662311",7201,forest,
13187,"13028092",7217,scrub,
13188,"13028093",7217,scrub,
13190,"12728506",7229,farmland,
13191,"13028095",7217,scrub,
13192,"13027636",7229,farmland,
13193,"13028088",7217,scrub,
13194,"13028374",7217,scrub,
13195,"13028376",7217,scrub,
13196,"13028375",7217,scrub,
13197,"13028377",7229,farmland,
13198,"13028384",7217,scrub,
13199,"13028387",7217,scrub,
13200,"13028385",7201,forest,
13201,"968175842",7201,forest,
13202,"13028386",7229,farmland,
13203,"968187833",7201,forest,
13204,"968187843",7201,forest,
13205,"968187844",7201,forest,
13206,"968187845",7201,forest,
13207,"16784119",7229,farmland,
13208,"13028382",7201,forest,
13209,"13028425",7201,forest,
13210,"13855539",7217,scrub,
13211,"16784118",7201,forest,
13212,"13028537",7229,farmland,
13213,"13028538",7201,forest,
13215,"9271904",7229,farmland,
13216,"13028539",7217,scrub,
13217,"13855484",7217,scrub,
13218,"13028426",7217,scrub,
13219,"13028383",7217,scrub,
13220,"13855509",7201,forest,
13221,"968253110",7229,farmland,
13222,"968253111",7229,farmland,
13223,"968253114",7229,farmland,
13224,"968253115",7229,farmland,
13225,"968253116",7201,forest,
13226,"968253117",7229,farmland,
13227,"13029270",7229,farmland,
13228,"968253153",7229,farmland,
13229,"968253154",7229,farmland,
13231,"968253156",7229,farmland,
13232,"968253164",7229,farmland,
13233,"968253168",7201,forest,
13234,"968253169",7229,farmland,
13235,"968253170",7229,farmland,
13236,"968253171",7201,forest,
13237,"968253172",7229,farmland,
13238,"968253173",7229,farmland,
13239,"968253175",7229,farmland,
13241,"968253177",7229,farmland,
13242,"968253180",7229,farmland,
13243,"968253181",7229,farmland,
13244,"13034631",7217,scrub,
13245,"12737735",7201,forest,
13246,"13034629",7217,scrub,
13247,"13034630",7201,forest,
13248,"12737736",7219,heath,
13249,"13034632",7217,scrub,
13250,"13034635",7217,scrub,
13251,"12741659",7217,scrub,
13252,"13034718",7217,scrub,
13253,"968575820",7217,scrub,
13254,"968575821",7217,scrub,
13255,"968575822",7217,scrub,
13256,"968575825",7217,scrub,
13257,"13034721",7229,farmland,
13259,"12743740",7229,farmland,
13260,"13034720",7229,farmland,
13261,"968749181",7202,park,
13264,"13853857",7217,scrub,
13265,"969130154",7217,scrub,
13266,"12727822",7217,scrub,
13267,"13039713",7217,scrub,
13268,"969130163",7217,scrub,
13269,"969130164",7217,scrub,
13271,"13039723",7228,farmyard,
13272,"13039706",7217,scrub,
13273,"13039707",7201,forest,
13274,"13039724",7217,scrub,
13275,"13034719",7229,farmland,
13276,"13039712",7229,farmland,
13277,"12727818",7217,scrub,
13281,"13039714",7229,farmland,
13282,"13034724",7217,scrub,
13283,"13039715",7229,farmland,
13284,"13039716",7201,forest,
13285,"13039718",7229,farmland,
13286,"13039717",7217,scrub,
13288,"13039720",7229,farmland,
13292,"969130273",7217,scrub,
13293,"969130274",7228,farmyard,
13295,"13039788",7229,farmland,
13296,"13039787",7229,farmland,
13297,"13039790",7229,farmland,
13298,"13039945",7215,orchard,
13299,"13039932",7201,forest,
13300,"13039933",7201,forest,
13301,"13039930",7201,forest,
13302,"12727817",7217,scrub,
13303,"13039937",7201,forest,
13304,"13039931",7201,forest,
13305,"13039944",7215,orchard,
13306,"13039942",7217,scrub,
13307,"13039941",7215,orchard,
13308,"13039934",7201,forest,
13310,"13039928",7215,orchard,
13311,"13853853",7215,orchard,
13312,"12732615",7215,orchard,
13313,"13039938",7217,scrub,
13314,"13039940",7217,scrub,
13315,"13039939",7229,farmland,
13316,"13039929",7201,forest,
13317,"13039981",7201,forest,
13318,"12733236",7229,farmland,
13320,"13039729",7229,farmland,
13321,"13040162",7229,farmland,
13322,"13039935",7217,scrub,
13323,"13039699",7201,forest,
13324,"13852079",7229,farmland,
13325,"13039728",7217,scrub,
13326,"13039943",7201,forest,
13327,"13039726",7229,farmland,
13328,"13040424",7229,farmland,
13329,"12728514",7201,forest,
13330,"12728530",7229,farmland,
13331,"12728528",7217,scrub,
13332,"12731523",7229,farmland,
13333,"13040457",7217,scrub,
13334,"13016297",7217,scrub,
13335,"13016285",7201,forest,
13336,"13016298",7229,farmland,
13337,"13016288",7201,forest,
13338,"13016294",7201,forest,
13339,"13016302",7217,scrub,
13340,"13040453",7217,scrub,
13341,"13016301",7229,farmland,
13342,"13040562",7217,scrub,
13343,"13016305",7201,forest,
13344,"13016739",7217,scrub,
13345,"13040563",7217,scrub,
13346,"12743883",7229,farmland,
13347,"12743884",7201,forest,
13348,"12743885",7201,forest,
13349,"13017121",7217,scrub,
13350,"13040568",7217,scrub,
13351,"13040567",7217,scrub,
13352,"13040569",7217,scrub,
13353,"13851539",7229,farmland,
13354,"13040570",7217,scrub,
13355,"13017110",7229,farmland,
13356,"13040575",7217,scrub,
13357,"12728508",7229,farmland,
13358,"13040576",7217,scrub,
13359,"12737728",7229,farmland,
13360,"13040577",7228,farmyard,
13361,"13040578",7217,scrub,
13362,"13040580",7217,scrub,
13363,"13040165",7229,farmland,
13364,"13040160",7229,farmland,
13365,"13040161",7217,scrub,
13366,"13039722",7229,farmland,
13367,"13040586",7229,farmland,
13368,"13040588",7201,forest,
13369,"969243729",7201,forest,
13370,"969243732",7201,forest,
13371,"969243733",7201,forest,
13372,"13039946",7217,scrub,
13373,"13039936",7229,farmland,
13374,"13040589",7201,forest,
13376,"13040592",7229,farmland,
13377,"13040618",7228,farmyard,
13378,"13040619",7217,scrub,
13379,"13039701",7229,farmland,
13381,"13040585",7217,scrub,
13382,"13039702",7201,forest,
13384,"13040617",7229,farmland,
13385,"13039700",7201,forest,
13386,"13039705",7229,farmland,
13387,"13039786",7217,scrub,
13388,"13852067",7201,forest,
13389,"12727816",7201,forest,
13390,"969246828",7229,farmland,
13391,"969246829",7229,farmland,
13392,"13039789",7217,scrub,
13393,"13039927",7229,farmland,
13394,"13040707",7217,scrub,
13395,"13034628",7217,scrub,
13396,"12732869",7229,farmland,
13397,"13040708",7201,forest,
13398,"13040704",7201,forest,
13399,"12741657",7229,farmland,
13400,"13040709",7217,scrub,
13401,"13040710",7229,farmland,
13402,"13041441",7217,scrub,
13403,"13041443",7217,scrub,
13404,"13041438",7229,farmland,
13405,"13041426",7217,scrub,
13406,"13041440",7229,farmland,
13407,"13041442",7217,scrub,
13408,"13034723",7217,scrub,
13409,"13046484",7229,farmland,
13412,"12743739",7229,farmland,
13413,"13034638",7217,scrub,
13414,"13046485",7229,farmland,
13415,"13046487",7219,heath,
13416,"13039710",7201,forest,
13417,"969754313",7217,scrub,
13418,"13046489",7229,farmland,
13419,"13039709",7201,forest,
13420,"13039708",7201,forest,
13421,"13046490",7217,scrub,
13422,"13046491",7229,farmland,
13425,"13046492",7229,farmland,
13426,"13046493",7201,forest,
13427,"969754380",7217,scrub,
13428,"969754381",7217,scrub,
13429,"969754382",7217,scrub,
13430,"969754383",7217,scrub,
13431,"969754384",7217,scrub,
13432,"969754385",7217,scrub,
13433,"969754386",7217,scrub,
13434,"969754387",7217,scrub,
13435,"969754388",7217,scrub,
13436,"13046496",7217,scrub,
13437,"13041439",7229,farmland,
13438,"13046586",7201,forest,
13439,"13855430",7201,forest,
13440,"13046587",7201,forest,
13441,"13046589",7229,farmland,
13442,"13046588",7201,forest,
13443,"13046590",7217,scrub,
13444,"13051655",7217,scrub,
13445,"12741658",7201,forest,
13446,"13855435",7229,farmland,
13447,"13041435",7201,forest,
13448,"13040582",7217,scrub,
13452,"12732612",7217,scrub,
13453,"12732865",7217,scrub,
13454,"13040705",7229,farmland,
13455,"12743742",7229,farmland,
13456,"13047904",7217,scrub,
13457,"969841401",7229,farmland,
13458,"969841421",7217,scrub,
13459,"969841431",7229,farmland,
13460,"969841432",7229,farmland,
13461,"969841433",7229,farmland,
13462,"13047908",7217,scrub,
13463,"13040587",7217,scrub,
13464,"13047912",7229,farmland,
13465,"13040584",7201,forest,
13466,"13046585",7229,farmland,
13467,"969841547",7229,farmland,
13468,"969841548",7229,farmland,
13469,"969841552",7229,farmland,
13470,"969841556",7217,scrub,
